word,coef
Farc,0.6579770884358014
midnight,0.656815222749918
resignation,0.656677298083657
sporadic,0.6534814147595263
central,0.6528018432009268
indicate,0.6491224043930067
Newsfile,0.6480492724391942
Patriotic,0.6479987115665315
voters,0.6477100858962568
insurgent,0.646252763526422
truce,0.6451477660183569
insurgency,0.6441017580915128
by,0.6432926158154499
halt,0.6414735941667575
appointed,0.6399630589720722
executive,0.6393231680483769
just,0.6392404513417398
reasons,0.6373587275210311
claimed,0.6334893192780218
food,0.631676632440067
reconciliation,0.6300327397224265
federal,0.6295648027438878
Sassou,0.6269868401090206
2001,0.6257910810181531
1992,0.6245749561970508
Patasse,0.6230529255284726
contras,0.6198404888863821
new,0.6181890506359824
colony,0.6170424603643399
cited,0.6165684098047555
afternoon,0.615100701110611
signing,0.6119438472573074
Popular,0.6111947385384101
Dar,0.6108030697312442
Salaam,0.6108030697312442
es,0.6108030697312442
weapons,0.606169086216142
Following,0.606083521692093
seven,0.6055507925591385
Republic,0.6040712355255647
de,0.6039871450945699
Rebel,0.6030995930487542
supported,0.6021495907407486
another,0.6011733087026263
Bongo,0.6008130757696355
Omar,0.6008130757696355
mile,0.5999538908340811
arriving,0.5981035916301519
RUF,0.5969695705826055
Corporal,0.5964025719575456
which,0.5961012428270521
generally,0.5958768495618825
warlords,0.5925194622643271
150,0.5910095537567737
David,0.5897603659251487
Maoist,0.5887158759481972
Ali,0.5868099991497823
border,0.5848682486924348
An,0.584845028371128
2002,0.5837719614394832
will,0.5822788440884827
injured,0.5803741383161105
allowed,0.5784412921845549
but,0.5778446224826286
peacekeepers,0.577585114946111
Chiapas,0.576866959009612
mark,0.5762781827533956
revolutionary,0.5753144295639894
wide,0.574077619064226
MNJ,0.5734466045282562
renewable,0.5729248345032876
polls,0.5728250511874133
Fighting,0.5687778956004449
hoped,0.5675374782218607
NRA,0.5673078895545522
Tanzanian,0.5667264542566903
crossfire,0.5660037265897198
Salinas,0.5653468935817083
cessation,0.5651966243607172
ceasefire,0.5643813036782472
Foday,0.5637790545621706
despite,0.5626582918706393
President,0.562005287130097
National,0.5617693839350896
assess,0.5615226458955535
UNITA,0.5605388624926096
hrs,0.5604530284408296
Sandinista,0.5593258947686174
separatist,0.5589195813381138
guest,0.5573279002261089
Indian,0.5569347824275244
did,0.5556795466551967
Tamoust,0.5556566680217973
getting,0.5552235211004578
hostilities,0.5525347509004722
endorsed,0.5521012438789389
foreigners,0.5507338814780971
holy,0.55019346990608
called,0.549343064125233
Roosevelt,0.5490788058680823
famine,0.5479731236537209
least,0.5449068468623052
president,0.5444698252373197
northwestern,0.5433592106729974
Red,0.5421589479347646
tribesmen,0.5417621891217623
1994,0.5410649998027406
culmination,0.5405513861349802
haltingly,0.5405513861349802
marks,0.5405513861349802
Warring,0.5403545558215033
nearly,0.5393188063411131
like,0.5373208893652722
statement,0.536446170036578
representing,0.535478141848189
justice,0.533948401569033
members,0.5326103847423271
Block,0.5323009740623046
Centauros,0.5323009740623046
ten,0.531782513954234
Rival,0.5317159004715409
fear,0.5305228653719082
caught,0.5290547701657569
claims,0.5270669616998589
boosting,0.5261816831033934
relief,0.5255014148681051
afterwards,0.5253438944667149
SSA,0.5246480594897382
26,0.5244915327356994
Agreement,0.523809903688395
Leone,0.5231534376280951
Reports,0.5227701648212971
Christopher,0.5218925237174791
sundown,0.5218925237174791
Renamo,0.5214637531480295
Ethiopia,0.5206207423438596
Rwasa,0.5189956909237244
rebel,0.5186383028980202
fleeing,0.5184779638290367
LUDR,0.5177920776348373
enable,0.5168943121113666
Sporadic,0.5168786766503938
1984,0.5166690579404501
Belisario,0.5166690579404501
Conservative,0.5166690579404501
optimism,0.5161610364237537
assurances,0.513921170981146
600,0.5139021634019771
total,0.5126743956318371
Francois,0.5092408728392978
safety,0.5075288735731904
CAR,0.5070924411146418
case,0.5066654799220487
25th,0.5058337556230385
decommission,0.5049121133441653
Geneva,0.5041895679416739
front,0.5041683014625642
Conakry,0.5010408744235109
had,0.5007405900104741
people,0.4996654303790714
Freetown,0.49949078687418685
19,0.49894820379011134
struggle,0.4988254373927307
response,0.4983816864838918
west,0.4982701330645374
Vieira,0.4962183794387603
Agathon,0.4935783566848033
disarm,0.4934596651265968
Justice,0.493436768163957
rivals,0.49313523443404506
repeat,0.49139731530371367
frontline,0.49118118792066445
extending,0.49089550020918166
Under,0.49071416295691445
included,0.4904993247705952
Ghanaian,0.48972051135926875
intense,0.48948446793497813
throw,0.4888289000608278
involve,0.486174091213015
ice,0.48534533563880156
build,0.48491206512300605
Tuaregs,0.48421203478705943
Toumani,0.4833778761960826
ARS,0.4831164382929695
parts,0.4828154185433664
State,0.4826653019042173
founder,0.4823253892819553
Restoration,0.48111804710164197
Indonesia,0.48015587052069925
Alliance,0.4795907764706519
Nigeria,0.4785688194731289
Ghana,0.4781730280983479
own,0.4781035182622734
uneasy,0.47789948745823846
reignite,0.47536138540322437
outcome,0.4750117534512227
28,0.474690809178296
CEASE,0.47385390880345957
FIRE,0.47385390880345957
Uganda,0.4726817349107094
formed,0.4712530781234438
giving,0.47060434315845545
advanced,0.4701979214399154
normal,0.4699458559214591
bloody,0.46904616967536555
yielded,0.46849981579485545
At,0.467024812924642
thousands,0.4662390025064881
Mar,0.4660579475782965
boost,0.4643727859161314
hunger,0.46414633607319294
1945,0.46194669736036814
Greek,0.46194669736036814
beginning,0.46114253163477403
negotiators,0.4606234333858513
Arzu,0.46038863161031107
Elders,0.46022683752336985
Orma,0.46022683752336985
Pokomo,0.46022683752336985
approximately,0.4595130301324331
Casanare,0.4584044484563926
address,0.45674838038429777
rescue,0.4559177017393755
Bio,0.45540295405219666
decreed,0.4553539842013592
FRUD,0.45497704826088925
West,0.45476084397967614
ago,0.45453029974381537
goodwill,0.4526362810586478
feel,0.45250585311460517
combat,0.45137904690756186
nine,0.45005007318380297
behind,0.44989099078380634
was,0.4496187601565511
period,0.4490573618952521
Minister,0.4484398335610723
Karen,0.44447442380728375
spirit,0.4441739818640331
necessary,0.4437144615143912
promising,0.4436947011128556
job,0.44270043585998664
21,0.4424236229456
civilians,0.4423441581058554
Johnson,0.4421647367773801
Brazzaville,0.440997204024453
Cesar,0.43995420770740795
EZLN,0.4388636069441697
From,0.4382862224483989
incident,0.43795426702840823
15,0.4353581648027959
Noting,0.43292172179229066
bridge,0.432201443960473
governments,0.4307139369721943
battered,0.43023070236208816
Accord,0.42937527324339486
with,0.42888008836761793
Tuareg,0.4286064134844606
supposed,0.4275216439844104
apparently,0.42692413521790584
remarks,0.4262270621088843
BEIRUT,0.4260683079259756
environment,0.4254723116113822
have,0.4253245004238686
Nairobi,0.4240452550979357
welcomed,0.4216865007250344
benefit,0.4209998280242272
week,0.42009224730275585
ONUCI,0.4199846628251691
hopes,0.4194721691221399
upheld,0.4165538195034815
HRW,0.41503047741182447
force,0.4150025264717379
decades,0.41474530188078695
organization,0.4144286391674437
Palipehutu,0.4143561204284306
Leonean,0.41354246887002705
court,0.4134566689009176
owned,0.41334749935463555
hour,0.4120530781656252
These,0.41121823051178735
accepting,0.4105840536152396
dawn,0.4104967612142416
signalled,0.4104967612142416
spate,0.4104967612142416
consolidation,0.4093234367194064
catastrophe,0.40893904402682363
sombre,0.40871638360084617
Self,0.4081912535729201
Maseru,0.4072244078819451
contained,0.4072244078819451
advance,0.4062655735727234
Amadou,0.4058864943769238
one,0.40556336793326175
transport,0.4050762291748795
Gregoire,0.40378225639620574
Lefouba,0.40378225639620574
guard,0.40265686913412624
Democratic,0.4019840734261545
hunderds,0.40148553366234413
contesting,0.4008783463622251
pledge,0.40031502748765735
promise,0.40010642082766545
Michoacana,0.3999418886347293
purporting,0.3999418886347293
Thousands,0.3997861650497916
coastal,0.3997861650497916
thronged,0.3997861650497916
telephone,0.3996449044238427
Secretariat,0.39963992535630777
Even,0.39932400202623
KIO,0.39906782812690095
witnessed,0.3987995825322487
supplies,0.39829158798978875
from,0.3971320736523419
Deputy,0.3969074873999007
Amado,0.3967908370377198
Yeaten,0.3961353062416475
declarations,0.3961353062416475
times,0.39597694782500337
13,0.3956711988575896
contravened,0.39548494481805996
insurrection,0.3953644049408315
Reactions,0.394803619197329
greeted,0.394803619197329
chiefs,0.3947092598797236
Catholic,0.3929709375361501
length,0.39287643521903975
Guerrillas,0.3927093491130887
run,0.3925506491193847
SANDF,0.3924806533960826
Belgian,0.3911801441790711
imprisoned,0.3911205281610701
addition,0.39103510739456543
Malian,0.390964474587963
Hope,0.39058688331522434
Kivengere,0.39058688331522434
former,0.390158175748601
topple,0.3897299264586782
imminent,0.38972157831927334
foes,0.3896207416942512
Acting,0.3883606552163337
entire,0.38804917018333535
threaten,0.3867790347107088
cantonment,0.38655372521396114
trial,0.38655372521396114
holiday,0.38629764129101374
violent,0.38575320886261505
Bissau,0.3850891352329008
meant,0.38490098355629576
dragged,0.3842339960581812
Belgrade,0.38388411762379354
KONCULJ,0.38388411762379354
gruelling,0.38380216348804774
Tigers,0.38319984672766627
furious,0.38319984672766627
later,0.38318664395656343
eventually,0.3830039279618256
emphasized,0.3814732180721306
Alain,0.38137720008957543
sovereignty,0.3811297363319803
setting,0.38059695349707146
desire,0.3805174141700974
Commonwealth,0.3799523240927401
begun,0.3798689607302131
Madison,0.37983487530711896
Wion,0.37983487530711896
Burmese,0.37940841028901706
loyal,0.37924393326610983
high,0.37902088489089303
To,0.3787449676314609
deadlock,0.3781385589691132
Immediately,0.37812884477827885
branch,0.37812884477827885
olive,0.37812884477827885
request,0.37808237869677097
clause,0.37808150546263875
preparation,0.3772435914073663
URNG,0.3764580495415152
identify,0.3762249849255115
acknowledging,0.3759812354824957
10th,0.3758017006795705
Carlos,0.3757525585240568
between,0.3754975616606262
six,0.3754388764763539
feelings,0.37535427057371373
mixed,0.37535427057371373
Jan,0.3753321937441807
troubled,0.37452701536850885
relatively,0.3741222084721148
ULIMO,0.37397779905447637
interested,0.3736716498158409
Details,0.37326524147075574
albeit,0.37308928544682873
shorter,0.37308928544682873
lasts,0.3730577244058672
rainy,0.3730577244058672
season,0.3730577244058672
Katirima,0.372972026205998
still,0.3727787174722281
amid,0.3722846762159018
begin,0.3720985791516954
port,0.371263557764017
mutinies,0.37093686037371
recommitted,0.3705347870963716
1800,0.3702407148867918
Condi,0.36992102666013077
theatres,0.3696265008841768
along,0.36905645334252146
Ugandan,0.3684849960579045
spree,0.36845661854292067
solved,0.366786411543096
Horn,0.3665563523014587
itself,0.3663787588594257
Sea,0.36599363090569575
Gen,0.36592026438314085
borders,0.3656053425879753
announce,0.3651268540640522
Ethnic,0.36497270022110173
EP,0.3649708602960502
lauded,0.36462602759139967
Lebanese,0.3645012220597391
BCC,0.3643236055260453
Basque,0.364018652399014
this,0.3637633577121665
thereafter,0.3633350111728414
African,0.36231244887645503
wasn,0.36166827233225235
ousted,0.36070444714075933
scrupulously,0.3603868162532902
than,0.36027993738636144
surprise,0.36011364766383497
presidential,0.3598721425223067
PSAKI,0.3596918784641384
became,0.3595144574693789
committee,0.3585678249727503
Gabonese,0.3582611932966231
11,0.3574540063571444
1989,0.3571116968954867
unity,0.3569558072540774
deadlocked,0.3568008142048998
command,0.3567968624790516
2006,0.3563994049847836
Kambia,0.3556710695318785
Belorussian,0.3552042691522522
Civilians,0.3552042691522522
dying,0.3552042691522522
now,0.35500352021515363
Kachin,0.35487694547386894
available,0.35487694547386894
late,0.35485517856064097
furthur,0.3541463101758304
Perhaps,0.3534862481614672
amply,0.3534862481614672
chief,0.35314839331583847
ugly,0.35271568386791347
Bosnian,0.3526773249637633
Sarajevo,0.3526773249637633
including,0.3519030009016524
Eyskens,0.3511908671828188
Mark,0.3511908671828188
encouragement,0.3510844358431733
facilitated,0.3510844358431733
handovers,0.3510844358431733
workshop,0.3510844358431733
him,0.351045492520908
beleaguered,0.35080433613494677
transformed,0.35080433613494677
active,0.3500777814652554
dynamic,0.34948156245573375
reflected,0.34948156245573375
details,0.34919051331373696
healing,0.3477875727493765
skirmishes,0.3475837689293418
Faction,0.34739084928026676
2013,0.347255305425473
simultaneously,0.34699117329675055
recaptured,0.3456344988690288
Sandinistas,0.34489873314635106
resembled,0.34489873314635106
expressed,0.3446125016856868
Seyea,0.3441570440552912
Sheriff,0.3441570440552912
administer,0.34400513396467414
MPIGO,0.3438607147319771
protracted,0.3438607147319771
phone,0.34359247421869327
Jean,0.3431948217250751
Khobe,0.34299404097340436
count,0.34283898126446144
facilitate,0.3427425103574293
cannot,0.3422795174660167
Croatia,0.3419725736306871
Febuary,0.34193611252673445
conflicting,0.3419268690966753
pile,0.34135971091441936
Ahmed,0.34127162467707994
Chinese,0.341209884985898
leader,0.3411358946951091
toward,0.3410993157360198
Contra,0.34066245403568
looked,0.3401058121359666
ELDORET,0.34007870698178216
2100,0.33992778422535525
Amri,0.33992778422535525
Ismael,0.33992778422535525
Sued,0.33992778422535525
continue,0.33988587024379113
Ntamugenga,0.33962353697246167
correspondents,0.33962353697246167
raged,0.33962353697246167
hardline,0.33943560742190865
Samura,0.33902289390413815
eroding,0.33878754637143826
frays,0.33878754637143826
TNG,0.3384298463394179
state,0.33834201646308065
Institute,0.33817716011011356
sharing,0.3376390997201564
paper,0.33724134795240573
About,0.33699092423634963
Nationwide,0.33688490328192794
boycott,0.3362410484193219
dealt,0.33594798625818273
reductions,0.33594798625818273
conditional,0.3356266922690557
envoy,0.3348735348077
Gama,0.3347621187221329
Jaime,0.3347621187221329
urgently,0.3341240605832907
time,0.33405730953488677
Honduras,0.33334558921916746
16,0.33317393727653805
congratulate,0.33282756674946334
put,0.33190785581565296
hopefully,0.33049030863329587
Chin,0.3303097788199643
Colombia,0.3301193338458446
Kombo,0.3299685051183633
Roger,0.3299685051183633
Defense,0.3296022990467956
district,0.32910893301124655
Lisbon,0.32910033822314744
ABABA,0.3288175121899344
ADDIS,0.3288175121899344
Abdurrahman,0.3285530771766989
Wahid,0.3285530771766989
letter,0.32854229818460046
edited,0.32844280706321355
transcript,0.32844280706321355
autonomy,0.3281703741079061
pursued,0.3281654992501918
resulting,0.3281654992501918
kilometre,0.3279557626461459
protected,0.32781473059170113
essentially,0.32740936413001037
Nuclear,0.32705008667516144
currently,0.32647158018792
investors,0.32634717408652336
owners,0.32607064702485566
savage,0.32603108962782984
missing,0.32594958475402863
occur,0.32564479815017994
Mozambican,0.3252977388187731
Gbabgo,0.3238358958266729
Rebellious,0.3238358958266729
expatriates,0.3238358958266729
Reconciliation,0.3235104084027079
anticipated,0.3232585449650484
televised,0.3232585449650484
Delhi,0.32310038907749455
announcing,0.32310038907749455
havoc,0.3223214906385494
remnants,0.3223214906385494
5th,0.3219221324388549
Barco,0.3219221324388549
Inravision,0.3219221324388549
Betancur,0.3218594001997421
13th,0.3214991370715746
exception,0.3214991370715746
Mungiki,0.3214121114271043
upcoming,0.32126468660970936
Taiz,0.32123414475712453
civil,0.3207014185028396
streets,0.32069580616837307
unstable,0.32030469440155135
radio,0.32025782400594516
pursues,0.3199716010034706
17,0.319938874875328
Trust,0.3198745440679016
second,0.3197318433787075
MNDAA,0.3194494031812295
The,0.31941265092356513
Mario,0.31898829845874593
Soames,0.31898829845874593
recovery,0.31849820688318287
maintaining,0.31831389982834307
Lome,0.318216278122577
Fox,0.31618863632857813
Vicente,0.31618863632857813
Yemeni,0.3159074807123753
at,0.3158969886674914
Maoists,0.31531553125411554
infinite,0.31531553125411554
conversations,0.31504166638851544
Fayia,0.3144657241559753
Musa,0.3144657241559753
AA,0.3140376127868364
Tatmadaw,0.3140376127868364
shore,0.31377697491913104
Major,0.3137718571898126
stated,0.3126011634338174
most,0.3124656346019699
Degodia,0.31229979349688824
Garre,0.31229979349688824
reconcile,0.31229979349688824
flareups,0.311666511506341
ACT,0.31141394709911874
whose,0.3113361447879266
UWSA,0.3112715908020747
convoy,0.3109649297608945
credible,0.3109501397622234
vicious,0.31090618264147407
Concerning,0.31086563207802126
automatically,0.31086563207802126
serene,0.31086563207802126
addressing,0.31027021923477965
flickering,0.3098537354792145
0500,0.30984640898326493
ending,0.309793665152051
penned,0.3097800769167098
signature,0.3097800769167098
holdouts,0.3096024446895749
80,0.30954549556902294
heeding,0.309534942463783
suburbs,0.30905435764985734
Balaka,0.30873918558650504
crisis,0.3087133406862981
journalist,0.30865024813159436
promised,0.3083328884118314
coincide,0.3079240875557348
evacuated,0.30788265495320033
admitting,0.3077880290085961
aspects,0.3077880290085961
tolerant,0.30770469228809116
adoption,0.3068238705971278
23rd,0.306361218949431
Understandings,0.306361218949431
groups,0.3063519177743546
Oaxaca,0.30607733056597103
Prospects,0.3060678365453868
rarely,0.3060678365453868
Guerilla,0.30585585127964665
provinces,0.30557827429129636
initiated,0.3054377200142219
intermittent,0.3054207716646253
Norwegians,0.3053305346942691
coaxed,0.3053305346942691
backed,0.3052415828753434
chopping,0.3049944397786792
enforced,0.3049944397786792
legs,0.3049944397786792
communiqué,0.3048478591612116
providing,0.3048018790485099
Daouda,0.30442822618782395
Souleimane,0.30442822618782395
balaka,0.30442822618782395
neighbourhood,0.30442822618782395
1st,0.3041134605889081
Ahmad,0.3040777360183801
occupied,0.3035642789330655
celebration,0.30339032092873036
presidental,0.30339032092873036
Returning,0.30308532579219133
Paramount,0.30269374603905436
sets,0.30267467559733136
Álvaro,0.30226811558144046
rule,0.3022576933302159
broadcast,0.3019684549791718
effectively,0.3016099881299732
referring,0.30160907188969205
discussion,0.3007825848587634
34,0.3004691972910045
DS,0.3004691972910045
relation,0.30026962935856794
sympathizers,0.30026962935856794
bombings,0.29975038612273935
Mane,0.2996106231970972
lasted,0.29859537360286226
Media,0.2984417631287485
western,0.2984262858568132
arrangement,0.2977895072018323
according,0.29745592366096824
Mangou,0.2974151119742766
Philippe,0.2974151119742766
devastating,0.2972258565772351
Taylor,0.2969399549704856
America,0.2969390506026512
consolidates,0.29672176145266976
honor,0.29665606866643107
statesman,0.29665606866643107
unconditional,0.2964916911364791
for,0.29636942144643535
NEW,0.2963207869313801
commits,0.2963090830728409
Congo,0.29624077690162515
Wa,0.29618123954505127
restive,0.29618123954505127
LJM,0.29598648813567635
ambition,0.29598648813567635
assert,0.29598648813567635
negative,0.29598648813567635
approving,0.29596692454709655
were,0.2958469464318179
upper,0.29564575578540275
confirmed,0.2954818095809791
Burma,0.29525445153846197
finances,0.2951736253042537
television,0.2948110570117248
blood,0.2945893026558351
letting,0.2945893026558351
Gbanga,0.2943093101505208
UFDR,0.2943093101505208
boss,0.2943093101505208
information,0.29427238654874094
mediating,0.29417761586100394
NY,0.29401095165984653
hotel,0.2939973057303166
set,0.29372299323536
slowly,0.29323527084978845
convoys,0.29286853928406953
normality,0.292851166591514
deployment,0.29281281183808655
spokesman,0.29279539811867294
Within,0.292625359804767
reportedly,0.29231733317458225
MNR,0.2922975311287851
22,0.2918779822203237
hope,0.29158746204624686
timetable,0.2914985351470393
Six,0.2912699683097052
criminal,0.29102823134509836
km,0.29080585927162383
Day,0.29061421188158704
exactly,0.29061421188158704
Julius,0.28983003257177065
Nyerere,0.28983003257177065
Captain,0.2894310721241566
Militia,0.2893724483073398
preagreement,0.2893724483073398
derailed,0.28924549998527194
1200,0.28905083163878065
Nicolas,0.28904100069904837
Kouyate,0.288936639176366
Lansana,0.288936639176366
obtained,0.2885100380241
life,0.2874691143831316
stressing,0.28734704017139306
natural,0.2873455194780747
prevailed,0.28722326413977634
amidst,0.2869326373982044
living,0.2866596665041187
homeless,0.286560503770657
thousand,0.286560503770657
defending,0.2858396035634727
flag,0.2858396035634727
tempo,0.2858396035634727
white,0.2858396035634727
1304,0.2857186313573619
Unanimously,0.2857186313573619
adopting,0.2857186313573619
environs,0.2857186313573619
Mahdi,0.2854530315772759
Liberators,0.2851866367689011
prelude,0.2851866367689011
await,0.28467400536260873
disarmed,0.28467400536260873
held,0.28464920077834466
delegate,0.28421626223540475
hand,0.284121031159298
Mere,0.2839096309840973
Westerners,0.2839096309840973
hammered,0.2839096309840973
absorption,0.2836539447772761
isolated,0.28324344819997604
Staff,0.28276344740625736
gradually,0.28276344740625736
Londono,0.2825228391285729
Rodrigo,0.2825228391285729
army,0.28201202066709563
unpunished,0.28168545916096394
Maputo,0.2815514984221199
dug,0.28128817875986933
filled,0.28128817875986933
graves,0.28128817875986933
tapered,0.28128817875986933
Nyakyi,0.28112432320162395
Mexican,0.28072421623314114
1000,0.2802265142204148
uninterrupted,0.2802265142204148
Dominitien,0.2801310247600748
broadly,0.2801310247600748
PAIGC,0.28009586450523793
Nguesso,0.27996876145048427
adapt,0.27929299690427756
authorities,0.27924921671544434
consolidated,0.27878951925538065
Garissa,0.27871808956889926
Inspector,0.27871808956889926
Kimaiyo,0.27871808956889926
Police,0.27871808956889926
Residents,0.27871808956889926
Wajir,0.27871808956889926
counties,0.27871808956889926
Cheikh,0.27805249972484847
Ismail,0.27805249972484847
Ould,0.27805249972484847
abating,0.2778027153560966
lip,0.2778027153560966
lives,0.27776986333652076
Anyankpele,0.27774622664336196
oust,0.2775015885484268
Algiers,0.27748495187167915
MANILA,0.2772889415044139
Philippine,0.2772889415044139
Ankara,0.2768482281639826
Intermittent,0.2768482281639826
programme,0.27629943747545843
implicating,0.27600853659555546
Odinga,0.2757667060628968
Raila,0.2757667060628968
fenced,0.27571675680443414
infiltrating,0.27571675680443414
partially,0.27571675680443414
Chamorro,0.27528257976515697
Violeta,0.27528257976515697
headed,0.27481121953512694
Etienne,0.27471608861384733
Kengo,0.27471608861384733
Tshisekedi,0.27471608861384733
Zairean,0.27471608861384733
censure,0.27471608861384733
Ceasefire,0.27439447902920144
definitely,0.27436943118180473
gratified,0.27436943118180473
witnesses,0.2737499603991628
Kategaya,0.27325374733814317
Kuru,0.27325374733814317
PRAFORD,0.27325374733814317
UNRFII,0.27325374733814317
Yumbe,0.27325374733814317
county,0.27325374733814317
directive,0.27325374733814317
Bantariza,0.27318546694908485
Shaban,0.27318546694908485
earned,0.2724583716741384
granted,0.2724583716741384
prosecution,0.2724583716741384
relocation,0.2724583716741384
climate,0.2721893439838394
Libreville,0.2717329668187929
strongly,0.2713797023873166
really,0.271338748970269
Mr,0.27132986288313005
throughout,0.27131941773650076
maintain,0.27067994925151456
mountains,0.270662396125122
secret,0.270662396125122
sabotage,0.27031520889436905
Bouake,0.2699232916444578
CPJP,0.2695236831234231
bury,0.2695049671673402
Week,0.2694564635995939
extortion,0.2694564635995939
highways,0.2694564635995939
Contras,0.269114910745929
directorate,0.269114910745929
desert,0.2688231073655777
Nation,0.2683435449415462
Tialal,0.2683435449415462
locals,0.2683435449415462
school,0.2683435449415462
bloodletting,0.2678256792539458
degenerate,0.2678256792539458
rivalries,0.2678256792539458
instability,0.26738693907322736
pre,0.26738693907322736
342,0.2671612463594331
ombudsman,0.2671612463594331
Subcomandante,0.26714768839050196
bodies,0.26702122408085566
BOUCHER,0.26698337053920257
MR,0.26698337053920257
